INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
202000156,3114,,INVESTIGATE PROPERTY,E13,570,1,2020-01-01 14:15:00,2020,1,Wednesday,14,,WILLIAMS ST,42.3058622625602,-71.10681559192,"(42.3058622625602, -71.10681559192)"
202002086,3114,,INVESTIGATE PROPERTY,E13,586,1,2020-01-08 21:04:00,2020,1,Wednesday,21,,"BROMLEY ST & HEATH ST
JAMAICA PLAIN  MA 02130
UNIT",42.3254309989505,-71.0997220499991,"(42.3254309989505, -71.0997220499991)"
202002310,423,,ASSAULT - AGGRAVATED,E13,578,1,2020-01-09 19:20:00,2020,1,Thursday,19,,CENTRE ST,42.3225431441564,-71.106694323301,"(42.3225431441564, -71.106694323301)"
202002397,3114,,INVESTIGATE PROPERTY,E13,578,1,2020-01-10 02:25:00,2020,1,Friday,2,,FORBES ST,42.3211829028787,-71.1068278005667,"(42.3211829028787, -71.1068278005667)"
202019731,423,,ASSAULT - AGGRAVATED,E13,912,1,2020-03-12 02:00:00,2020,3,Thursday,2,,CENTRE ST,42.2933915069556,-71.0629439988011,"(42.2933915069556, -71.0629439988011)"
202021872,423,,ASSAULT - AGGRAVATED,E13,916,1,2020-03-21 02:36:00,2020,3,Saturday,2,,BICKFORD ST,42.3248330126095,-71.1016475723101,"(42.3248330126095, -71.1016475723101)"
202022790,3114,,INVESTIGATE PROPERTY,E13,572,1,2020-03-24 23:18:00,2020,3,Tuesday,23,,COLUMBUS AVE,42.3140847692364,-71.0962412565086,"(42.3140847692364, -71.0962412565086)"
202023163,3115,,INVESTIGATE PERSON,E13,572,1,2020-03-26 19:00:00,2020,3,Thursday,19,,IFFLEY RD,42.3123662673835,-71.0993373998637,"(42.3123662673835, -71.0993373998637)"
202024454,423,,ASSAULT - AGGRAVATED,E13,307,1,2020-04-01 21:20:00,2020,4,Wednesday,21,,COLUMBUS AVE,42.3144664942432,-71.0966146093136,"(42.3144664942432, -71.0966146093136)"
202024465,3114,,INVESTIGATE PROPERTY,E13,912,1,2020-04-01 22:09:00,2020,4,Wednesday,22,,PARKER ST,42.3246944257683,-71.100879016654,"(42.3246944257683, -71.100879016654)"
202026656,423,,ASSAULT - AGGRAVATED,E13,307,1,2020-04-12 19:17:00,2020,4,Sunday,19,,COLUMBUS AVE,42.3144664942432,-71.0966146093136,"(42.3144664942432, -71.0966146093136)"
202027311,423,,ASSAULT - AGGRAVATED,E13,906,1,2020-04-15 20:09:00,2020,4,Wednesday,20,,HORAN WAY,42.3256101306791,-71.1044995636378,"(42.3256101306791, -71.1044995636378)"
202027887,423,,ASSAULT - AGGRAVATED,E13,61,1,2020-04-18 19:36:00,2020,4,Saturday,19,,WALDEN ST,42.3238770325554,-71.1040926866831,"(42.3238770325554, -71.1040926866831)"
202028333,2662,,BALLISTICS EVIDENCE/FOUND,E13, ,1,2020-04-20 23:25:00,2020,4,Monday,23,,"WASHINGTON ST & WALNUT PARK
ROXBURY  MA 02119
UNIT",42.3164029815432,-71.0977019943039,"(42.3164029815432, -71.0977019943039)"
202029313,2662,,BALLISTICS EVIDENCE/FOUND,E13,906,1,2020-04-25 18:54:00,2020,4,Saturday,18,,WALDEN ST,42.3256101306791,-71.1044995636378,"(42.3256101306791, -71.1044995636378)"
202032397,3114,,INVESTIGATE PROPERTY,E13, ,1,2020-05-09 19:18:00,2020,5,Saturday,19,,"BOLSTER ST & MOZART ST
BOSTON  MA 02130
UNITED STA",42.3220469747897,-71.104796947126,"(42.3220469747897, -71.104796947126)"
202033336,3114,,INVESTIGATE PROPERTY,E13, ,1,2020-05-14 02:13:00,2020,5,Thursday,2,,HORAN WAY,42.3254753635475,-71.1025348193956,"(42.3254753635475, -71.1025348193956)"
202035190,111,,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",E13,912,1,2020-05-21 21:59:00,2020,5,Thursday,21,,CENTRE ST,42.32283758703,-71.1009672251263,"(42.32283758703, -71.1009672251263)"
202039292,3114,,INVESTIGATE PROPERTY,E13,579,1,2020-06-05 22:43:00,2020,6,Friday,22,,CHESTNUT AVE,42.3223912275663,-71.101964483715,"(42.3223912275663, -71.101964483715)"
202040145,2662,,BALLISTICS EVIDENCE/FOUND,E13,578,1,2020-06-08 23:00:00,2020,6,Monday,23,,FORBES ST,42.3211829028787,-71.1068278005667,"(42.3211829028787, -71.1068278005667)"
202040373,2662,,BALLISTICS EVIDENCE/FOUND,E13,916,1,2020-06-10 10:02:00,2020,6,Wednesday,10,,BICKFORD ST,42.3248330126095,-71.1016475723101,"(42.3248330126095, -71.1016475723101)"
202040908,3114,,INVESTIGATE PROPERTY,E13,303,1,2020-06-12 00:26:00,2020,6,Friday,0,,ERNST ST,42.3183208913244,-71.0993480987115,"(42.3183208913244, -71.0993480987115)"
202048544,423,,ASSAULT - AGGRAVATED,E13, ,1,2020-07-09 21:30:00,2020,7,Thursday,21,,AMORY AVE,42.320665343805,-71.1000498725617,"(42.320665343805, -71.1000498725617)"
202049059,2662,,BALLISTICS EVIDENCE/FOUND,E13,906,1,2020-07-11 22:40:00,2020,7,Saturday,22,,HEATH ST,42.3262420361694,-71.1031757474767,"(42.3262420361694, -71.1031757474767)"
202050814,3114,,INVESTIGATE PROPERTY,E13,307,1,2020-07-18 17:11:00,2020,7,Saturday,17,,WALNUT PARK,42.3159190491002,-71.0969129486039,"(42.3159190491002, -71.0969129486039)"
202052824,423,,ASSAULT - AGGRAVATED,E13, ,1,2020-07-26 02:41:00,2020,7,Sunday,2,,AMORY AVE,42.320665343805,-71.1000498725617,"(42.320665343805, -71.1000498725617)"
202053010,3114,,INVESTIGATE PROPERTY,E13,608,1,2020-07-26 22:12:00,2020,7,Sunday,22,,JAMAICAWAY,42.3266259919618,-71.1127871292522,"(42.3266259919618, -71.1127871292522)"
202053860,2662,,BALLISTICS EVIDENCE/FOUND,E13, ,1,2020-07-29 22:03:00,2020,7,Wednesday,22,,DAY ST,42.3243178436894,-71.1085300681938,"(42.3243178436894, -71.1085300681938)"
202053909,423,,ASSAULT - AGGRAVATED,E13, ,1,2020-07-30 02:48:00,2020,7,Thursday,2,,WALDEN ST,42.3256101306791,-71.1044995636378,"(42.3256101306791, -71.1044995636378)"
202055605,3114,,INVESTIGATE PROPERTY,E13, ,1,2020-08-04 21:26:00,2020,8,Tuesday,21,,GAY HEAD ST,42.3242483072047,-71.1052518793266,"(42.3242483072047, -71.1052518793266)"
202056533,2662,,BALLISTICS EVIDENCE/FOUND,E13, ,1,2020-08-07 21:04:00,2020,8,Friday,21,,"43 WALDEN ST
JAMAICA PLAIN  MA 02130
UNITED STATES",42.3238770325554,-71.1040926866831,"(42.3238770325554, -71.1040926866831)"
202057180,423,,ASSAULT - AGGRAVATED,E13, ,1,2020-08-10 13:22:00,2020,8,Monday,13,,SAINT ROSE ST,42.304626381595,-71.1160923379126,"(42.304626381595, -71.1160923379126)"
202060685,3119,,FIREARM/WEAPON - FOUND OR CONFISCATED,E13,509,1,2020-08-22 16:43:00,2020,8,Saturday,16,,WOODLAWN ST,42.2986093218221,-71.1122370317886,"(42.2986093218221, -71.1122370317886)"
202064737,2662,,BALLISTICS EVIDENCE/FOUND,E13,581,1,2020-09-05 20:47:00,2020,9,Saturday,20,,BICKFORD ST,42.3248330126095,-71.1016475723101,"(42.3248330126095, -71.1016475723101)"
202067012,423,,ASSAULT - AGGRAVATED,E13,586,1,2020-09-14 00:44:00,2020,9,Monday,0,,HEATH ST,42.3256399613265,-71.0999361921025,"(42.3256399613265, -71.0999361921025)"
202067836,2662,,BALLISTICS EVIDENCE/FOUND,E13,303,1,2020-09-16 18:06:00,2020,9,Wednesday,18,,COLUMBUS AVE,42.3182431631831,-71.0983811107514,"(42.3182431631831, -71.0983811107514)"
202068499,3114,,INVESTIGATE PROPERTY,E13,640,1,2020-09-18 23:53:00,2020,9,Friday,23,,LAMARTINE ST,42.3126118668082,-71.1080569672864,"(42.3126118668082, -71.1080569672864)"
202070315,1402,,VANDALISM,E13, ,1,2020-09-25 17:01:00,2020,9,Friday,17,,"MOZART ST & CENTRE ST
JAMAICA PLAIN  MA 02130
UNIT",42.3227170108161,-71.1048860580936,"(42.3227170108161, -71.1048860580936)"
202070403,3114,,INVESTIGATE PROPERTY,E13,303,1,2020-09-26 01:13:00,2020,9,Saturday,1,,AMORY ST,42.3213381243173,-71.099244228156,"(42.3213381243173, -71.099244228156)"
202073301,3114,,INVESTIGATE PROPERTY,E13, ,1,2020-10-05 23:00:00,2020,10,Monday,23,,"WALNUT AVE & WALNUT PARK
BOSTON  MA 02119
UNITED S",42.3141580421369,-71.0940780248637,"(42.3141580421369, -71.0940780248637)"
202077762,111,,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",E13,912,1,2020-10-21 18:30:00,2020,10,Wednesday,18,,PARKER ST,42.3246944257683,-71.100879016654,"(42.3246944257683, -71.100879016654)"
202080670,423,,ASSAULT - AGGRAVATED,E13,906,1,2020-11-01 00:03:00,2020,11,Sunday,0,,WALDEN ST,42.3256101306791,-71.1044995636378,"(42.3256101306791, -71.1044995636378)"
202082172,111,,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",E13,582,1,2020-11-06 22:59:00,2020,11,Friday,22,,CREIGHTON ST,42.3227665664541,-71.1083877349181,"(42.3227665664541, -71.1083877349181)"
202085025,2662,,BALLISTICS EVIDENCE/FOUND,E13,906,1,2020-11-17 20:49:00,2020,11,Tuesday,20,,HEATH ST,42.3262420361694,-71.1031757474767,"(42.3262420361694, -71.1031757474767)"
202086319,423,,ASSAULT - AGGRAVATED,E13,906,1,2020-11-22 20:11:00,2020,11,Sunday,20,,HORAN WAY,42.3254753635475,-71.1025348193956,"(42.3254753635475, -71.1025348193956)"
202092205,3114,,INVESTIGATE PROPERTY,E13,912,1,2020-12-16 22:00:00,2020,12,Wednesday,22,,PARKER ST,42.3246944257683,-71.100879016654,"(42.3246944257683, -71.100879016654)"
